pokemon_id,move_id,name,TM
650,241,Sunny Day,TM11
650,269,Taunt,TM12
650,182,Protect,TM17
650,218,Frustration,TM21
650,76,Solar Beam,TM22
650,479,Smack Down,TM23
650,216,Return,TM27
650,91,Dig,TM28
650,280,Brick Break,TM31
650,104,Double Team,TM32
650,115,Reflect,TM33
650,188,Sludge Bomb,TM36
650,317,Rock Tomb,TM39
650,332,Aerial Ace,TM40
650,263,Facade,TM42
650,156,Rest,TM44
650,213,Attract,TM45
650,490,Low Sweep,TM47
650,496,Round,TM48
650,412,Energy Ball,TM53
650,374,Fling,TM56
650,421,Shadow Claw,TM65
650,371,Payback,TM66
650,514,Retaliate,TM67
650,148,Flash,TM70
650,444,Stone Edge,TM71
650,360,Gyro Ball,TM74
650,14,Swords Dance,TM75
650,523,Bulldoze,TM78
650,157,Rock Slide,TM80
650,398,Poison Jab,TM84
650,447,Grass Knot,TM86
650,207,Swagger,TM87
650,214,Sleep Talk,TM88
650,164,Substitute,TM90
650,249,Rock Smash,TM94
650,267,Nature Power,TM96
650,612,Power-Up Punch,TM98
650,590,Confide,TM100
650,15,Cut,HM01
650,70,Strength,HM04
152,92,Toxic,TM06
152,237,Hidden Power,TM10
152,241,Sunny Day,TM11
152,113,Light Screen,TM16
152,182,Protect,TM17
152,219,Safeguard,TM20
152,218,Frustration,TM21
152,76,SolarBeam,TM22
152,216,Return,TM27
152,104,Double Team,TM32
152,115,Reflect,TM33
152,263,Facade,TM42
152,156,Rest,TM44
152,213,Attract,TM45
152,496,Round,TM48
152,497,Echoed Voice,TM49
152,412,Energy Ball,TM53
152,148,Flash,TM70
152,14,Swords Dance,TM75
152,447,Grass Knot,TM86
152,207,Swagger,TM87
152,164,Substitute,TM90
152,15,Cut,HM01
390,468,Hone Claws,TM01
390,92,Toxic,TM06
390,339,Bulk Up,TM08
390,237,Hidden Power,TM10
390,241,Sunny Day,TM11
390,269,Taunt,TM12
390,182,Protect,TM17
390,218,Frustration,TM21
390,216,Return,TM27
390,91,Dig,TM28
390,280,Brick Break,TM31
390,104,Double Team,TM32
390,53,Flamethrower,TM35
390,126,Fire Blast,TM38
390,332,Aerial Ace,TM40
390,259,Torment,TM41
390,263,Facade,TM42
390,488,Flame Charge,TM43
390,156,Rest,TM44
390,213,Attract,TM45
390,490,Low Sweep,TM47
390,496,Round,TM48
390,315,Overheat,TM50
390,374,Fling,TM56
390,510,Incinerate,TM59
390,261,Will-O-Wisp,TM61
390,512,Acrobatics,TM62
390,421,Shadow Claw,TM65
390,14,Swords Dance,TM75
390,447,Grass Knot,TM86
390,207,Swagger,TM87
390,369,U-turn,TM89
390,164,Substitute,TM90
390,249,Rock Smash,TM94
390,15,Cut,HM01
390,70,Strength,HM04
358,473,Psyshock,TM03
358,347,Calm Mind,TM04
358,92,Toxic,TM06
358,237,Hidden Power,TM10
358,269,Taunt,TM12
358,113,Light Screen,TM16
358,182,Protect,TM17
358,240,Rain Dance,TM18
358,219,Safeguard,TM20
358,218,Frustration,TM21
358,216,Return,TM27
358,94,Psychic,TM29
358,247,Shadow Ball,TM30
358,104,Double Team,TM32
358,115,Reflect,TM33
358,259,Torment,TM41
358,263,Facade,TM42
358,156,Rest,TM44
358,213,Attract,TM45
358,496,Round,TM48
358,497,Echoed Voice,TM49
358,412,Energy Ball,TM53
358,451,Charge Beam,TM57
358,148,Flash,TM70
358,86,Thunder Wave,TM73
358,244,Psych Up,TM77
358,138,Dream Eater,TM85
358,447,Grass Knot,TM86
358,207,Swagger,TM87
358,214,Sleep Talk,TM88
358,164,Substitute,TM90
358,433,Trick Room,TM92
358,605,Dazzling Gleam,TM99
358,590,Confide,TM100
170,92,Toxic,TM06
170,258,Hail,TM07
170,237,Hidden Power,TM10
170,58,Ice Beam,TM13
170,59,Blizzard,TM14
170,182,Protect,TM17
170,240,Rain Dance,TM18
170,218,Frustration,TM21
170,85,Thunderbolt,TM24
170,9,Thunder,TM25
170,216,Return,TM27
170,104,Double Team,TM32
170,263,Facade,TM42
170,156,Rest,TM44
170,213,Attract,TM45
170,496,Round,TM48
170,503,Scald,TM55
170,451,Charge Beam,TM57
170,148,Flash,TM70
170,521,Volt Switch,TM72
170,86,Thunder Wave,TM73
170,207,Swagger,TM87
170,214,Sleep Talk,TM88
170,164,Substitute,TM90
170,605,Dazzling Gleam,TM99
170,590,Confide,TM100
170,57,Surf,HM03
170,127,Waterfall,HM05
433,473,Psyshock,TM03
433,347,Calm Mind,TM04
433,92,Toxic,TM06
433,237,Hidden Power,TM10
433,269,Taunt,TM12
433,113,Light Screen,TM16
433,182,Protect,TM17
433,240,Rain Dance,TM18
433,219,Safeguard,TM20
433,218,Frustration,TM21
433,216,Return,TM27
433,94,Psychic,TM29
433,247,Shadow Ball,TM30
433,104,Double Team,TM32
433,115,Reflect,TM33
433,259,Torment,TM41
433,263,Facade,TM42
433,156,Rest,TM44
433,213,Attract,TM45
433,496,Round,TM48
433,497,Echoed Voice,TM49
433,451,Charge Beam,TM57
433,148,Flash,TM70
433,86,Thunder Wave,TM73
433,244,Psych Up,TM77
433,138,Dream Eater,TM85
433,447,Grass Knot,TM86
433,207,Swagger,TM87
433,214,Sleep Talk,TM88
433,164,Substitute,TM90
433,433,Trick Room,TM92
433,605,Dazzling Gleam,TM99
433,590,Confide,TM100
573,347,Calm Mind,TM04
573,92,Toxic,TM06
573,237,Hidden Power,TM10
573,241,Sunny Day,TM11
573,63,Hyper Beam,TM15
573,113,Light Screen,TM16
573,182,Protect,TM17
573,240,Rain Dance,TM18
573,219,Safeguard,TM20
573,218,Frustration,TM21
573,85,Thunderbolt,TM24
573,9,Thunder,TM25
573,216,Return,TM27
573,91,Dig,TM28
573,104,Double Team,TM32
573,263,Facade,TM42
573,156,Rest,TM44
573,213,Attract,TM45
573,168,Thief,TM46
573,496,Round,TM48
573,497,Echoed Voice,TM49
573,411,Focus Blast,TM52
573,374,Fling,TM56
573,514,Retaliate,TM67
573,416,Giga Impact,TM68
573,86,Thunder Wave,TM73
573,447,Grass Knot,TM86
573,207,Swagger,TM87
573,214,Sleep Talk,TM88
573,369,U-turn,TM89
573,164,Substitute,TM90
573,605,Dazzling Gleam,TM99
573,590,Confide,TM100
366,92,Toxic,TM06
366,258,Hail,TM07
366,237,Hidden Power,TM10
366,58,Ice Beam,TM13
366,59,Blizzard,TM14
366,182,Protect,TM17
366,218,Frustration,TM21
366,216,Return,TM27
366,104,Double Team,TM32
366,263,Facade,TM42
366,156,Rest,TM44
366,213,Attract,TM45
366,496,Round,TM48
366,503,Scald,TM55
366,207,Swagger,TM87
366,214,Sleep Talk,TM88
366,164,Substitute,TM90
366,590,Confide,TM100
366,57,Surf,HM03
366,127,Waterfall,HM05
692,92,Toxic,TM06
692,474,Venoshock,TM09
692,237,Hidden Power,TM10
692,58,Ice Beam,TM13
692,182,Protect,TM17
692,240,Rain Dance,TM18
692,218,Frustration,TM21
692,479,Smack Down,TM23
692,216,Return,TM27
692,104,Double Team,TM32
692,482,Sludge Wave,TM34
692,188,Sludge Bomb,TM36
692,263,Facade,TM42
692,156,Rest,TM44
692,213,Attract,TM45
692,496,Round,TM48
692,503,Scald,TM55
692,14,Swords Dance,TM75
692,157,Rock Slide,TM80
692,207,Swagger,TM87
692,214,Sleep Talk,TM88
692,369,U-turn,TM89
692,164,Substitute,TM90
692,430,Flash Cannon,TM91
692,590,Confide,TM100
692,15,Cut,HM01
692,57,Surf,HM03
692,127,Waterfall,HM05
693,92,Toxic,TM06
693,474,Venoshock,TM09
693,237,Hidden Power,TM10
693,58,Ice Beam,TM13
693,63,Hyper Beam,TM15
693,182,Protect,TM17
693,240,Rain Dance,TM18
693,218,Frustration,TM21
693,479,Smack Down,TM23
693,216,Return,TM27
693,247,Shadow Ball,TM30
693,188,Sludge Bomb,TM36
693,263,Facade,TM42
693,156,Rest,TM44
693,213,Attract,TM45
693,496,Round,TM48
693,411,Focus Blast,TM52
693,503,Scald,TM55
693,416,Giga Impact,TM68
693,157,Rock Slide,TM80
693,207,Swagger,TM87
693,214,Sleep Talk,TM88
693,369,U-turn,TM89
693,164,Substitute,TM90
693,430,Flash Cannon,TM91
693,399,Dark Pulse,TM97
693,590,Confide,TM100
693,15,Cut,HM01
693,57,Surf,HM03
693,127,Waterfall,HM05
344,473,Psyshock,TM03
344,347,Calm Mind,TM04
344,92,Toxic,TM06
344,237,Hidden Power,TM10
344,241,Sunny Day,TM11
344,58,Ice Beam,TM13
344,63,Hyper Beam,TM15
344,113,Light Screen,TM16
344,182,Protect,TM17
344,240,Rain Dance,TM18
344,219,Safeguard,TM20
344,218,Frustration,TM21
344,76,SolarBeam,TM22
344,479,Smack Down,TM23
344,89,Earthquake,TM26
344,216,Return,TM27
344,91,Dig,TM28
344,94,Psychic,TM29
344,247,Shadow Ball,TM30
344,104,Double Team,TM32
344,115,Reflect,TM33
344,201,Sandstorm,TM37
344,317,Rock Tomb,TM39
344,263,Facade,TM42
344,156,Rest,TM44
344,496,Round,TM48
344,451,Charge Beam,TM57
344,153,Explosion,TM64
344,416,Giga Impact,TM68
344,397,Rock Polish,TM69
344,148,Flash,TM70
344,444,Stone Edge,TM71
344,360,Gyro Ball,TM74
344,244,Psych Up,TM77
344,523,Bulldoze,TM78
344,157,Rock Slide,TM80
344,138,Dream Eater,TM85
344,447,Grass Knot,TM86
344,207,Swagger,TM87
344,214,Sleep Talk,TM88
344,164,Substitute,TM90
344,433,Trick Room,TM92
344,249,Rock Smash,TM94
344,605,Dazzling Gleam,TM99
344,590,Confide,TM100
344,70,Strength,HM04
036,473,Psyshock,TM03
036,347,Calm Mind,TM04
036,92,Toxic,TM06
036,237,Hidden Power,TM10
036,241,Sunny Day,TM11
036,58,Ice Beam,TM13
036,59,Blizzard,TM14
036,63,Hyper Beam,TM15
036,113,Light Screen,TM16
036,182,Protect,TM17
036,240,Rain Dance,TM18
036,219,Safeguard,TM20
036,218,Frustration,TM21
036,76,Solar Beam,TM22
036,85,Thunderbolt,TM24
036,9,Thunder,TM25
036,216,Return,TM27
036,91,Dig,TM28
036,94,Psychic,TM29
036,247,Shadow Ball,TM30
036,280,Brick Break,TM31
036,104,Double Team,TM32
036,115,Reflect,TM33
036,53,Flamethrower,TM35
036,126,Fire Blast,TM38
036,263,Facade,TM42
036,156,Rest,TM44
036,213,Attract,TM45
036,496,Round,TM48
036,497,Echoed Voice,TM49
036,411,Focus Blast,TM52
036,374,Fling,TM56
036,451,Charge Beam,TM57
036,510,Incinerate,TM59
036,514,Retaliate,TM67
036,416,Giga Impact,TM68
036,148,Flash,TM70
036,86,Thunder Wave,TM73
036,244,Psych Up,TM77
036,138,Dream Eater,TM85
036,447,Grass Knot,TM86
036,207,Swagger,TM87
036,214,Sleep Talk,TM88
036,164,Substitute,TM90
036,249,Rock Smash,TM94
036,612,Power-Up Punch,TM98
036,605,Dazzling Gleam,TM99
036,590,Confide,TM100
036,70,Strength,HM04
035,473,Psyshock,TM03
035,347,Calm Mind,TM04
035,92,Toxic,TM06
035,237,Hidden Power,TM10
035,241,Sunny Day,TM11
035,58,Ice Beam,TM13
035,59,Blizzard,TM14
035,113,Light Screen,TM16
035,182,Protect,TM17
035,240,Rain Dance,TM18
035,219,Safeguard,TM20
035,218,Frustration,TM21
035,76,Solar Beam,TM22
035,85,Thunderbolt,TM24
035,9,Thunder,TM25
035,216,Return,TM27
035,91,Dig,TM28
035,94,Psychic,TM29
035,247,Shadow Ball,TM30
035,280,Brick Break,TM31
035,104,Double Team,TM32
035,115,Reflect,TM33
035,53,Flamethrower,TM35
035,126,Fire Blast,TM38
035,263,Facade,TM42
035,156,Rest,TM44
035,213,Attract,TM45
035,496,Round,TM48
035,497,Echoed Voice,TM49
035,374,Fling,TM56
035,451,Charge Beam,TM57
035,510,Incinerate,TM59
035,514,Retaliate,TM67
035,148,Flash,TM70
035,86,Thunder Wave,TM73
035,244,Psych Up,TM77
035,138,Dream Eater,TM85
035,447,Grass Knot,TM86
035,207,Swagger,TM87
035,214,Sleep Talk,TM88
035,164,Substitute,TM90
035,249,Rock Smash,TM94
035,612,Power-Up Punch,TM98
035,605,Dazzling Gleam,TM99
035,590,Confide,TM100
035,70,Strength,HM04
173,473,Psyshock,TM03
173,92,Toxic,TM06
173,237,Hidden Power,TM10
173,241,Sunny Day,TM11
173,113,Light Screen,TM16
173,182,Protect,TM17
173,240,Rain Dance,TM18
173,219,Safeguard,TM20
173,218,Frustration,TM21
173,76,Solar Beam,TM22
173,216,Return,TM27
173,91,Dig,TM28
173,94,Psychic,TM29
173,247,Shadow Ball,TM30
173,104,Double Team,TM32
173,115,Reflect,TM33
173,53,Flamethrower,TM35
173,126,Fire Blast,TM38
173,263,Facade,TM42
173,156,Rest,TM44
173,213,Attract,TM45
173,496,Round,TM48
173,497,Echoed Voice,TM49
173,374,Fling,TM56
173,510,Incinerate,TM59
173,148,Flash,TM70
173,86,Thunder Wave,TM73
173,244,Psych Up,TM77
173,138,Dream Eater,TM85
173,447,Grass Knot,TM86
173,207,Swagger,TM87
173,214,Sleep Talk,TM88
173,164,Substitute,TM90
173,590,Confide,TM100
091,92,Toxic,TM06
091,258,Hail,TM07
091,237,Hidden Power,TM10
091,58,Ice Beam,TM13
091,59,Blizzard,TM14
091,63,Hyper Beam,TM15
091,182,Protect,TM17
091,240,Rain Dance,TM18
091,218,Frustration,TM21
091,216,Return,TM27
091,104,Double Team,TM32
091,259,Torment,TM41
091,263,Facade,TM42
091,156,Rest,TM44
091,213,Attract,TM45
091,496,Round,TM48
091,153,Explosion,TM64
091,371,Payback,TM66
091,416,Giga Impact,TM68
091,524,Frost Breath,TM79
091,398,Poison Jab,TM84
091,207,Swagger,TM87
091,214,Sleep Talk,TM88
091,164,Substitute,TM90
091,590,Confide,TM100
091,57,Surf,HM03
638,468,Hone Claws,TM01
638,347,Calm Mind,TM04
638,46,Roar,TM05
638,92,Toxic,TM06
638,237,Hidden Power,TM10
638,269,Taunt,TM12
638,63,Hyper Beam,TM15
638,182,Protect,TM17
638,219,Safeguard,TM20
638,218,Frustration,TM21
638,216,Return,TM27
638,104,Double Team,TM32
638,115,Reflect,TM33
638,201,Sandstorm,TM37
638,332,Aerial Ace,TM40
638,263,Facade,TM42
638,156,Rest,TM44
638,496,Round,TM48
638,411,Focus Blast,TM52
638,206,False Swipe,TM54
638,514,Retaliate,TM67
638,416,Giga Impact,TM68
638,397,Rock Polish,TM69
638,444,Stone Edge,TM71
638,521,Volt Switch,TM72
638,86,Thunder Wave,TM73
638,14,Swords Dance,TM75
638,244,Psych Up,TM77
638,404,X-Scissor,TM81
638,398,Poison Jab,TM84
638,207,Swagger,TM87
638,214,Sleep Talk,TM88
638,164,Substitute,TM90
638,430,Flash Cannon,TM91
638,249,Rock Smash,TM94
638,590,Confide,TM100
638,15,Cut,HM01
638,70,Strength,HM04
563,347,Calm Mind,TM04
563,92,Toxic,TM06
563,237,Hidden Power,TM10
563,63,Hyper Beam,TM15
563,182,Protect,TM17
563,240,Rain Dance,TM18
563,219,Safeguard,TM20
563,218,Frustration,TM21
563,216,Return,TM27
563,94,Psychic,TM29
563,247,Shadow Ball,TM30
563,104,Double Team,TM32
563,263,Facade,TM42
563,156,Rest,TM44
563,213,Attract,TM45
563,168,Thief,TM46
563,496,Round,TM48
563,412,Energy Ball,TM53
563,261,Will-O-Wisp,TM61
563,373,Embargo,TM63
563,371,Payback,TM66
563,416,Giga Impact,TM68
563,148,Flash,TM70
563,244,Psych Up,TM77
563,611,Infestation,TM83
563,138,Dream Eater,TM85
563,447,Grass Knot,TM86
563,207,Swagger,TM87
563,214,Sleep Talk,TM88
563,164,Substitute,TM90
563,433,Trick Room,TM92
563,399,Dark Pulse,TM97
563,590,Confide,TM100
256,468,Hone Claws,TM01
256,92,Toxic,TM06
256,339,Bulk Up,TM08
256,237,Hidden Power,TM10
256,241,Sunny Day,TM11
256,182,Protect,TM17
256,218,Frustration,TM21
256,216,Return,TM27
256,91,Dig,TM28
256,280,Brick Break,TM31
256,104,Double Team,TM32
256,53,Flamethrower,TM35
256,126,Fire Blast,TM38
256,317,Rock Tomb,TM39
256,332,Aerial Ace,TM40
256,263,Facade,TM42
256,488,Flame Charge,TM43
256,156,Rest,TM44
256,213,Attract,TM45
256,490,Low Sweep,TM47
256,496,Round,TM48
256,497,Echoed Voice,TM49
256,315,Overheat,TM50
256,411,Focus Blast,TM52
256,374,Fling,TM56
256,510,Incinerate,TM59
256,261,Will-O-Wisp,TM61
256,421,Shadow Claw,TM65
256,14,Swords Dance,TM75
256,157,Rock Slide,TM80
256,398,Poison Jab,TM84
256,207,Swagger,TM87
256,214,Sleep Talk,TM88
256,164,Substitute,TM90
256,249,Rock Smash,TM94
256,590,Confide,TM100
256,15,Cut,HM01
256,70,Strength,HM04
534,92,Toxic,TM06
534,339,Bulk Up,TM08
534,237,Hidden Power,TM10
534,241,Sunny Day,TM11
534,269,Taunt,TM12
534,63,Hyper Beam,TM15
534,182,Protect,TM17
534,240,Rain Dance,TM18
534,218,Frustration,TM21
534,479,Smack Down,TM23
534,89,Earthquake,TM26
534,216,Return,TM27
534,91,Dig,TM28
534,280,Brick Break,TM31
534,104,Double Team,TM32
534,317,Rock Tomb,TM39
534,263,Facade,TM42
534,156,Rest,TM44
534,213,Attract,TM45
534,490,Low Sweep,TM47
534,496,Round,TM48
534,411,Focus Blast,TM52
534,374,Fling,TM56
534,371,Payback,TM66
534,514,Retaliate,TM67
534,416,Giga Impact,TM68
534,444,Stone Edge,TM71
534,523,Bulldoze,TM78
534,157,Rock Slide,TM80
534,398,Poison Jab,TM84
534,447,Grass Knot,TM86
534,207,Swagger,TM87
534,214,Sleep Talk,TM88
534,164,Substitute,TM90
534,249,Rock Smash,TM94
534,612,Power-Up Punch,TM98
534,70,Strength,HM04
341,468,Hone Claws,TM01
341,92,Toxic,TM06
341,258,Hail,TM07
341,237,Hidden Power,TM10
341,269,Taunt,TM12
341,58,Ice Beam,TM13
341,59,Blizzard,TM14
341,182,Protect,TM17
341,240,Rain Dance,TM18
341,218,Frustration,TM21
341,216,Return,TM27
341,91,Dig,TM28
341,280,Brick Break,TM31
341,104,Double Team,TM32
341,188,Sludge Bomb,TM36
341,317,Rock Tomb,TM39
341,332,Aerial Ace,TM40
341,263,Facade,TM42
341,156,Rest,TM44
341,213,Attract,TM45
341,496,Round,TM48
341,206,False Swipe,TM54
341,503,Scald,TM55
341,374,Fling,TM56
341,371,Payback,TM66
341,14,Swords Dance,TM75
341,157,Rock Slide,TM80
341,404,X-Scissor,TM81
341,207,Swagger,TM87
341,164,Substitute,TM90
341,249,Rock Smash,TM94
341,590,Confide,TM100
341,15,Cut,HM01
341,57,Surf,HM03
341,70,Strength,HM04
341,127,Waterfall,HM05
222,347,Calm Mind,TM04
222,92,Toxic,TM06
222,258,Hail,TM07
222,237,Hidden Power,TM10
222,241,Sunny Day,TM11
222,58,Ice Beam,TM13
222,59,Blizzard,TM14
222,113,Light Screen,TM16
222,182,Protect,TM17
222,240,Rain Dance,TM18
222,218,Frustration,TM21
222,89,Earthquake,TM26
222,216,Return,TM27
222,91,Dig,TM28
222,94,Psychic,TM29
222,247,Shadow Ball,TM30
222,104,Double Team,TM32
222,115,Reflect,TM33
222,201,Sandstorm,TM37
222,317,Rock Tomb,TM39
222,263,Facade,TM42
222,156,Rest,TM44
222,213,Attract,TM45
222,496,Round,TM48
222,503,Scald,TM55
222,153,Explosion,TM64
222,397,Rock Polish,TM69
222,444,Stone Edge,TM71
222,523,Bulldoze,TM78
222,157,Rock Slide,TM80
222,207,Swagger,TM87
222,214,Sleep Talk,TM88
222,164,Substitute,TM90
222,249,Rock Smash,TM94
222,267,Nature Power,TM96
222,590,Confide,TM100
222,57,Surf,HM03
222,70,Strength,HM04
546,92,Toxic,TM06
546,237,Hidden Power,TM10
546,241,Sunny Day,TM11
546,269,Taunt,TM12
546,182,Protect,TM17
546,219,Safeguard,TM20
546,218,Frustration,TM21
546,76,SolarBeam,TM22
546,216,Return,TM27
546,104,Double Team,TM32
546,263,Facade,TM42
546,156,Rest,TM44
546,213,Attract,TM45
546,496,Round,TM48
546,412,Energy Ball,TM53
546,148,Flash,TM70
546,138,Dream Eater,TM85
546,447,Grass Knot,TM86
546,207,Swagger,TM87
546,214,Sleep Talk,TM88
546,164,Substitute,TM90
546,267,Nature Power,TM96
546,605,Dazzling Gleam,TM99
546,590,Confide,TM100
346,92,Toxic,TM06
346,237,Hidden Power,TM10
346,241,Sunny Day,TM11
346,63,Hyper Beam,TM15
346,182,Protect,TM17
346,218,Frustration,TM21
346,76,SolarBeam,TM22
346,479,Smack Down,TM23
346,89,Earthquake,TM26
346,216,Return,TM27
346,104,Double Team,TM32
346,482,Sludge Wave,TM34
346,188,Sludge Bomb,TM36
346,201,Sandstorm,TM37
346,317,Rock Tomb,TM39
346,263,Facade,TM42
346,156,Rest,TM44
346,213,Attract,TM45
346,496,Round,TM48
346,412,Energy Ball,TM53
346,416,Giga Impact,TM68
346,397,Rock Polish,TM69
346,148,Flash,TM70
346,444,Stone Edge,TM71
346,14,Swords Dance,TM75
346,523,Bulldoze,TM78
346,157,Rock Slide,TM80
346,447,Grass Knot,TM86
346,207,Swagger,TM87
346,164,Substitute,TM90
346,249,Rock Smash,TM94
346,70,Strength,HM04
408,92,Toxic,TM06
408,237,Hidden Power,TM10
408,58,Ice Beam,TM13
408,182,Protect,TM17
408,218,Frustration,TM21
408,85,Thunderbolt,TM24
408,89,Earthquake,TM26
408,216,Return,TM27
408,104,Double Team,TM32
408,53,Flamethrower,TM35
408,317,Rock Tomb,TM39
408,263,Facade,TM42
408,156,Rest,TM44
408,213,Attract,TM45
408,168,Thief,TM46
408,496,Round,TM48
408,374,Fling,TM56
408,371,Payback,TM66
408,397,Rock Polish,TM69
408,444,Stone Edge,TM71
408,157,Rock Slide,TM80
408,207,Swagger,TM87
408,214,Sleep Talk,TM88
408,164,Substitute,TM90
408,249,Rock Smash,TM94
408,612,Power-Up Punch,TM98
408,590,Confide,TM100
408,70,Strength,HM04
342,468,Hone Claws,TM01
342,92,Toxic,TM06
342,258,Hail,TM07
342,237,Hidden Power,TM10
342,269,Taunt,TM12
342,58,Ice Beam,TM13
342,59,Blizzard,TM14
342,63,Hyper Beam,TM15
342,182,Protect,TM17
342,240,Rain Dance,TM18
342,218,Frustration,TM21
342,216,Return,TM27
342,91,Dig,TM28
342,280,Brick Break,TM31
342,104,Double Team,TM32
342,482,Sludge Wave,TM34
342,188,Sludge Bomb,TM36
342,317,Rock Tomb,TM39
342,332,Aerial Ace,TM40
342,263,Facade,TM42
342,156,Rest,TM44
342,213,Attract,TM45
342,496,Round,TM48
342,206,False Swipe,TM54
342,503,Scald,TM55
342,374,Fling,TM56
342,371,Payback,TM66
342,514,Retaliate,TM67
342,416,Giga Impact,TM68
342,14,Swords Dance,TM75
342,157,Rock Slide,TM80
342,404,X-Scissor,TM81
342,207,Swagger,TM87
342,164,Substitute,TM90
342,249,Rock Smash,TM94
342,555,Snarl,TM95
342,267,Nature Power,TM96
342,399,Dark Pulse,TM97
342,590,Confide,TM100
342,15,Cut,HM01
342,57,Surf,HM03
342,70,Strength,HM04
342,127,Waterfall,HM05
488,473,Psyshock,TM03
488,347,Calm Mind,TM04
488,92,Toxic,TM06
488,237,Hidden Power,TM10
488,241,Sunny Day,TM11
488,58,Ice Beam,TM13
488,63,Hyper Beam,TM15
488,113,Light Screen,TM16
488,182,Protect,TM17
488,240,Rain Dance,TM18
488,219,Safeguard,TM20
488,218,Frustration,TM21
488,76,Solar Beam,TM22
488,216,Return,TM27
488,94,Psychic,TM29
488,247,Shadow Ball,TM30
488,104,Double Team,TM32
488,115,Reflect,TM33
488,263,Facade,TM42
488,156,Rest,TM44
488,213,Attract,TM45
488,496,Round,TM48
488,412,Energy Ball,TM53
488,451,Charge Beam,TM57
488,416,Giga Impact,TM68
488,148,Flash,TM70
488,86,Thunder Wave,TM73
488,244,Psych Up,TM77
488,138,Dream Eater,TM85
488,447,Grass Knot,TM86
488,207,Swagger,TM87
488,214,Sleep Talk,TM88
488,164,Substitute,TM90
488,433,Trick Room,TM92
488,590,Confide,TM100
453,92,Toxic,TM06
453,339,Bulk Up,TM08
453,474,Venoshock,TM09
453,237,Hidden Power,TM10
453,241,Sunny Day,TM11
453,269,Taunt,TM12
453,182,Protect,TM17
453,240,Rain Dance,TM18
453,218,Frustration,TM21
453,89,Earthquake,TM26
453,216,Return,TM27
453,91,Dig,TM28
453,247,Shadow Ball,TM30
453,280,Brick Break,TM31
453,104,Double Team,TM32
453,482,Sludge Wave,TM34
453,188,Sludge Bomb,TM36
453,317,Rock Tomb,TM39
453,259,Torment,TM41
453,263,Facade,TM42
453,156,Rest,TM44
453,213,Attract,TM45
453,168,Thief,TM46
453,490,Low Sweep,TM47
453,496,Round,TM48
453,411,Focus Blast,TM52
453,374,Fling,TM56
453,373,Embargo,TM63
453,371,Payback,TM66
453,514,Retaliate,TM67
453,523,Bulldoze,TM78
453,157,Rock Slide,TM80
453,404,X-Scissor,TM81
453,398,Poison Jab,TM84
453,207,Swagger,TM87
453,214,Sleep Talk,TM88
453,164,Substitute,TM90
453,249,Rock Smash,TM94
453,399,Dark Pulse,TM97
453,612,Power-Up Punch,TM98
453,590,Confide,TM100
453,70,Strength,HM04
169,92,Toxic,TM06
169,474,Venoshock,TM09
169,237,Hidden Power,TM10
169,241,Sunny Day,TM11
169,269,Taunt,TM12
169,63,Hyper Beam,TM15
169,182,Protect,TM17
169,240,Rain Dance,TM18
169,355,Roost,TM19
169,218,Frustration,TM21
169,216,Return,TM27
169,247,Shadow Ball,TM30
169,104,Double Team,TM32
169,188,Sludge Bomb,TM36
169,332,Aerial Ace,TM40
169,259,Torment,TM41
169,263,Facade,TM42
169,156,Rest,TM44
169,213,Attract,TM45
169,168,Thief,TM46
169,496,Round,TM48
169,211,Steel Wing,TM51
169,512,Acrobatics,TM62
169,371,Payback,TM66
169,416,Giga Impact,TM68
169,404,X-Scissor,TM81
169,207,Swagger,TM87
169,214,Sleep Talk,TM88
169,369,U-turn,TM89
169,164,Substitute,TM90
169,399,Dark Pulse,TM97
169,590,Confide,TM100
169,19,Fly,HM02
159,468,Hone Claws,TM01
159,337,Dragon Claw,TM02
159,46,Roar,TM05
159,92,Toxic,TM06
159,258,Hail,TM07
159,237,Hidden Power,TM10
159,58,Ice Beam,TM13
159,59,Blizzard,TM14
159,182,Protect,TM17
159,240,Rain Dance,TM18
159,218,Frustration,TM21
159,216,Return,TM27
159,91,Dig,TM28
159,280,Brick Break,TM31
159,104,Double Team,TM32
159,317,Rock Tomb,TM39
159,332,Aerial Ace,TM40
159,263,Facade,TM42
159,156,Rest,TM44
159,213,Attract,TM45
159,496,Round,TM48
159,503,Scald,TM55
159,374,Fling,TM56
159,421,Shadow Claw,TM65
159,14,Swords Dance,TM75
159,157,Rock Slide,TM80
159,207,Swagger,TM87
159,214,Sleep Talk,TM88
159,164,Substitute,TM90
159,249,Rock Smash,TM94
159,612,Power-Up Punch,TM98
159,590,Confide,TM100
159,15,Cut,HM01
159,57,Surf,HM03
159,70,Strength,HM04
159,127,Waterfall,HM05
558,468,Hone Claws,TM01
558,92,Toxic,TM06
558,237,Hidden Power,TM10
558,63,Hyper Beam,TM15
558,182,Protect,TM17
558,218,Frustration,TM21
558,76,SolarBeam,TM22
558,479,Smack Down,TM23
558,89,Earthquake,TM26
558,216,Return,TM27
558,91,Dig,TM28
558,104,Double Team,TM32
558,201,Sandstorm,TM37
558,317,Rock Tomb,TM39
558,332,Aerial Ace,TM40
558,263,Facade,TM42
558,156,Rest,TM44
558,213,Attract,TM45
558,496,Round,TM48
558,421,Shadow Claw,TM65
558,416,Giga Impact,TM68
